customer_id,first_name,last_name,phone,email,street,city,state,zip_code
,Vivian,Deleon,,vivian.deleon@msn.com,9925 Hamilton Street ,Jamaica,NY,11432
,Genny,Fields,,genny.fields@msn.com,9145 San Juan Dr. ,Amityville,NY,11701
,Eliseo,Knight,,eliseo.knight@msn.com,693 Holly Street ,Woodhaven,NY,11421
,Delma,Bailey,(657) 454-8493,delma.bailey@gmail.com,9883 West King Lane ,Anaheim,CA,92806
,Dewayne,Herring,,dewayne.herring@aol.com,9015 Willow Lane ,Webster,NY,14580
,Nevada,Hood,,nevada.hood@aol.com,515 Bank Rd. ,Hopewell Junction,NY,12533
,Angelika,Perry,,angelika.perry@msn.com,7684 South Branch Drive ,Canandaigua,NY,14424
,Shayla,Hart,,shayla.hart@msn.com,9092 Aspen St. ,Woodhaven,NY,11421
,Willetta,Murphy,,willetta.murphy@msn.com,436 Devonshire Street ,East Elmhurst,NY,11369
,Sandee,Alvarado,,sandee.alvarado@aol.com,69 Bowman Street ,Depew,NY,14043
,Mila,Moody,(248) 234-5902,mila.moody@gmail.com,675 Williams St. ,Troy,NY,12180
,Loyce,Conway,,loyce.conway@aol.com,729 State Lane ,Central Islip,NY,11722
,Thanh,Figueroa,,thanh.figueroa@yahoo.com,6 Roberts Drive ,Mount Vernon,NY,10550
,Farrah,Orr,,farrah.orr@msn.com,8711 W. Ashley St. ,New Hyde Park,NY,11040
,Hugh,Craft,,hugh.craft@msn.com,8716 Homewood Court ,Centereach,NY,11720
,Eleanor,Mendez,,eleanor.mendez@yahoo.com,4 West St. ,Port Chester,NY,10573
,Lamar,Bush,(716) 294-7174,lamar.bush@msn.com,76 Lilac Drive ,Buffalo,NY,14215
,Lurlene,Finch,(914) 367-7691,lurlene.finch@msn.com,849 Magnolia St. ,Yonkers,NY,10701
,Shanda,Stevenson,,shanda.stevenson@yahoo.com,9547 N. Courtland St. ,Freeport,NY,11520
,Adrien,Hunter,,adrien.hunter@yahoo.com,720 Thompson Lane ,Rego Park,NY,11374
,Ophelia,Decker,,ophelia.decker@yahoo.com,69 Rockwell Court ,New Windsor,NY,12553
,Sonja,Walls,,sonja.walls@aol.com,30 Marshall Dr. ,Queensbury,NY,12804
,Harold,O'connor,,harold.o'connor@gmail.com,9530 Summerhouse Street ,Santa Cruz,CA,95060
,Miranda,Kennedy,,miranda.kennedy@gmail.com,726 East High St. ,Astoria,NY,11102
,Jasper,Castro,,jasper.castro@aol.com,977 SE. Railroad Road ,Forney,TX,75126
,Penni,Best,(657) 611-2991,penni.best@msn.com,875 Second Drive ,Anaheim,CA,92806
,Lurlene,Cotton,,lurlene.cotton@yahoo.com,8218 George St. ,Pleasanton,CA,94566
,Kelsey,Noble,,kelsey.noble@hotmail.com,36 Pearl Court ,Mount Vernon,NY,10550
,Edris,Barrett,,edris.barrett@hotmail.com,36 Pulaski Drive ,Plattsburgh,NY,12901
,Tempie,Jacobson,,tempie.jacobson@hotmail.com,136 Old Fairview St. ,Smithtown,NY,11787
,Dollie,Cervantes,(682) 362-7457,dollie.cervantes@aol.com,8828 Applegate Drive ,Fort Worth,TX,76110
,Lashunda,Cole,,lashunda.cole@hotmail.com,783 Baker St. ,Monsey,NY,10952
,Justina,Jenkins,,justina.jenkins@msn.com,345 SE. Green Lane ,Shirley,NY,11967
,Londa,Gould,(361) 206-5550,londa.gould@aol.com,9169 Beech Lane ,Corpus Christi,TX,78418
,Mikel,Wilkerson,,mikel.wilkerson@msn.com,9233 Clinton St. ,Atwater,CA,95301
,Carola,Johns,,carola.johns@msn.com,7077 Fordham Rd. ,Santa Cruz,CA,95060
,Lorrie,Justice,,lorrie.justice@gmail.com,8396 Brook Drive ,Pomona,CA,91768
,Tayna,Wade,(661) 858-1224,tayna.wade@hotmail.com,65 Smith Store Dr. ,Bakersfield,CA,93306
,Mark,Benton,,mark.benton@aol.com,83 Eagle St. ,East Elmhurst,NY,11369
,Zona,Cameron,,zona.cameron@aol.com,42 Bridle Court ,East Northport,NY,11731
,Nicola,Knight,,nicola.knight@aol.com,25 SE. Miles Lane ,Scarsdale,NY,10583
,Elana,Miles,,elana.miles@yahoo.com,7077 Euclid Ave. ,Liverpool,NY,13090
,Merrie,Fowler,,merrie.fowler@aol.com,532 Leatherwood Ave. ,Scarsdale,NY,10583
,Macie,Ayers,,macie.ayers@msn.com,8730 Longfellow St. ,Bellmore,NY,11710
,Son,Warner,,son.warner@hotmail.com,20 W. Rosewood Ave. ,Rockville Centre,NY,11570
,Lee,Dunn,(408) 807-6157,lee.dunn@aol.com,8626 Grand Ave. ,San Jose,CA,95127
,Florrie,Little,,florrie.little@yahoo.com,8330 Marsh St. ,New Rochelle,NY,10801
,Ernest,Rollins,,ernest.rollins@yahoo.com,4 West Ridge Dr. ,Oakland Gardens,NY,11364
,Jamaal,Morrison,,jamaal.morrison@msn.com,796 SE. Nut Swamp St. ,Staten Island,NY,10301
,Cassie,Cline,,cassie.cline@gmail.com,947 Lafayette Drive ,Brooklyn,NY,11201
,Lezlie,Lamb,,lezlie.lamb@gmail.com,401 Brandywine Street ,Central Islip,NY,11722
,Ivette,Estes,,ivette.estes@gmail.com,88 N. Canterbury Ave. ,Canandaigua,NY,14424
,Ester,Acevedo,,ester.acevedo@gmail.com,671 Miles Court ,San Lorenzo,CA,94580
